	CpGperGC_38	CpGperCpG_38	CpGobsExp_38	priPhyloP_38	verPhastCons_38	mamPhastCons_38	EncH3K27Ac_38	EncH3K4Me1_38	EncH3K4Me3_38	DnaseClusteredHyp_38	DnaseClusteredScore_38	Fantom5Perm_38	GerpRS_38	GerpRSpv_38	rareVar_38	commonVar_38	fracRareCommon_38	dbVARCount_38	numTFBSConserved_38	GCContent_38	priPhastCons_38	verPhyloP_38	mamPhyloP_38	ISCApath_38	DGVCount_38	Fantom5Robust_38	1	CpGobsExp_19	CpGperCpG_19	CpGperGC_19	DGVCount_19	DnaseClusteredHyp_19	DnaseClusteredScore_19	EncH3K27Ac_19	EncH3K4Me1_19	EncH3K4Me3_19	GCContent_19	GerpRS_19	GerpRSpv_19	ISCApath_19	commonVar_19	dbVARCount_19	Fantom5Perm_19	Fantom5Robust_19	fracRareCommon_19	mamPhastCons_19	mamPhyloP_19	numTFBSConserved_19	priPhastCons_19	priPhyloP_19	rareVar_19	verPhastCons_19	verPhyloP_19
mamPhyloP_38	-0.005223295978753636	-0.004425548118680371	-0.0050936503354631095	0.8187104320809501	0.12920651604531896	0.19747424959234738	-0.0005130548618495902	-0.003886038857369219	-0.0022098772895754568	0.026572161706293895	0.03434058530357499	-0.00018814553788991265	0.0905152255367355	0.02789431857492731	-0.13697850632080188	-0.09252315602233659	-0.009181372325515283	-0.028076953231920016	0.009378174626530808	-0.1455976314834656	0.19246907352907747	0.5902726128255132	1.0	-0.01645958955285406	-0.03388523877510021	-0.00019099803804937363	0.015055363008422242	-0.003535363570306102	-0.00335954796909277	-0.0039354516513294266	-0.03383486119259108	0.017208325098691534	0.021153454571712058	0.01547246546193835	0.03987811415487308	0.020643958073900032	-0.1455973046503192	0.08181932481378415	0.02294037682352263	-0.021681221696647653	-0.08364751361057618	-0.03383486119259108	0.0018674832117775314	0.0022778105908627393	0.044708295135414515	0.11639568506468562	0.5406536800357954	0.04011772999729394	0.14910284908245533	0.5831492789990503	-0.06831921061930941	0.10363283864622379	0.5406254919582794
ISCApath_38	0.011618366506579377	0.011091793739383604	0.011462826692299784	-0.013551788113375134	-0.014299988002584444	-0.021362247610826363	-0.0011676369270111583	-0.014806227756262332	-0.005515820254843931	-0.008655466833338886	-0.006328684161094935	-0.00028837346520795	-0.017347958749461215	-0.004767161783514936	0.007237950857896351	0.056382071766039286	-0.06775292248170035	0.6349115090160379	-0.009848528339171086	0.013465150809615632	-0.0240019732013252	-0.01861167565867569	-0.01645958955285406	1.0	0.13521061294866513	-0.00029376824116654097	-0.19565257944800313	0.010568683349024884	0.010337347017230407	0.010874904903756658	0.14050054908606505	-0.0011217494655869126	0.007321704272671794	-9.338496854895055e-05	-0.007338785632085978	-0.002900756244885356	0.013461226894926955	-0.011888123499259835	-0.0024992290936661984	0.817978754591716	0.067169517212939	0.14050054908606505	0.00048586555756143743	-0.000519103581444722	-0.02982588574023548	-0.0158897591263671	-0.01912656147836928	-0.004377699916664922	-0.020769212893892462	-0.011884100481588247	0.07090857635913135	-0.011458060654236515	-0.017910892827458974
DGVCount_38	0.026405530071046096	0.024810640817591316	0.02492425026569738	-0.03329270336238996	-0.013457442320842077	-0.027513926663161006	-0.0023582677314855174	-0.023698689447506582	-0.002330893802302618	-0.01319726454335015	-0.01764210476073521	-0.00011667884183501517	-0.030077694520579547	-0.008967695979244853	0.06143640679060595	0.13705170415696172	-0.10776551394202513	0.166866290522294	-0.0019486830698272149	0.03237587492289675	-0.034368026110571784	-0.03993049737185265	-0.03388523877510021	0.13521061294866513	1.0	-0.00012021125936260903	-0.10320439225913743	0.023190167458590406	0.02289749137837033	0.024406199626188743	0.9921778261349371	0.0030934622646831425	0.009684501171026826	-0.009601485818697398	-0.026082144983694034	-0.002620579568345053	0.03237032964152917	-0.024737599902259627	-0.0028641058665331396	0.28547301631694677	0.12660609424913855	0.9921778261349371	0.00038567821789317646	-0.001456503741226067	-0.06982078516612152	-0.014607520946264739	-0.040835134120111284	-0.0088437270830096	-0.024774735214428	-0.032620341853503876	0.12042036094858663	-0.0028291947479774744	-0.039508144240968886
Fantom5Robust_38	0.05903175330405295	0.061118727426905044	0.06235758512580818	0.00017776653157291624	0.004728780101774022	0.004851136816418974	0.0008231644359308201	0.0011193424315564932	0.0024758591641507377	0.034661882937268004	0.020637639545943873	0.9994873857135046	0.0052019554177841765	0.0004696817406004438	0.007829267744062247	0.0002800130963280675	0.004030961786247941	-0.0007606379870583915	0.08053015600868157	0.014483175444285385	0.0035195835352335235	0.0010324899505130681	-0.00019099803804937363	-0.00029376824116654097	-0.00012021125936260903	1.0	-0.0010519117993695532	0.06367915738303062	0.06376949573898771	0.06125769129665548	-0.0001371079063445399	0.04700681438645192	0.024856191051393015	0.015769718540672703	-0.0003146366480952348	0.038763787142984424	0.014481569144699344	0.0038004949579203734	0.0006113712942475314	-0.0006690868610849665	0.00021557236625137577	-0.0001371079063445399	0.0003285808190355345	0.00021999203696592147	0.0018665641045480734	0.0077458847348901416	0.0016060421849097553	0.0037640131982558086	0.004707339266125043	0.0011132981541180295	0.00576864264629256	0.006133821463847174	0.0016934647827958477
1	-0.011255724051456372	-0.010658611743641428	-0.010731188563604546	0.012561672546556133	0.00514116246174196	0.01116232949916559	-0.0019025955406652896	-0.008421917702188388	-0.005056219590534896	-0.003918896279187687	-0.0017035867812702603	-0.0010520735991976678	0.0035981349067304306	-0.0007941224200625869	-0.060740559555865825	-0.04651709933596409	0.014842076073425234	-0.10958403595887709	-0.01334544420262373	-0.05830969599719726	0.014270805448128775	0.014815012457299916	0.015055363008422242	-0.19565257944800313	-0.10320439225913743	-0.0010519117993695532	1.0	-0.010038906481310469	-0.010123034617562851	-0.010740353682312869	-0.10346309381942874	-0.012323719363462368	-0.01610153639924817	-0.006644353982463173	-0.010712553954893043	-0.007996426239613191	-0.058308989176531004	0.0044617488320365965	-0.000482467634289729	-0.16377369563711053	-0.07168563669094792	-0.10346309381942874	-0.00030703362544861647	0.0003121560526934743	0.00729558685221748	0.0036030401989647523	0.014380629666002426	0.0032619181027059535	0.007761600264644696	0.010426714480118168	-0.1224897492440119	0.001506957616293026	0.014671308836228324
CpGobsExp_19	0.9461267697434212	0.9506665960461295	0.9575300668020538	-0.0007712633294454052	0.01580195018878283	0.011452462370845866	0.0032849348420032256	0.014557201344482166	0.016800398308004262	0.25940233385395434	0.15275277722536149	0.06391195915565599	0.059491227402968305	0.0006423167476080914	0.13074597836748814	0.053441869742572694	0.04135523092584977	0.022026764685287283	0.3943506491320449	0.19966916605446425	0.007443040802090085	-0.0025068876047726913	-0.003535363570306102	0.010568683349024884	0.023190167458590406	0.06367915738303062	-0.010038906481310469	1.0	0.9867548740041935	0.9802574594241736	0.023060057544524837	0.3687264008043299	0.24295026960464244	0.11326662758025717	0.028382926489390795	0.3641349341598796	0.19966947338578106	0.0350594430310211	0.0034864656164923426	0.014345530969938354	0.007883131254024109	0.023060057544524837	0.021219882220766737	0.008228456690854436	-0.0008809205656910817	0.027744425375089872	0.0055682290479641865	0.02767957320278266	0.01853874781369684	0.003911421852162217	0.018946193279948464	0.028734933267379238	0.008083001966514618
CpGperCpG_19	0.9519635574427426	0.9579351597475976	0.9487132082994678	-0.000642753094087678	0.01478949993642025	0.010208658728122308	0.00323710926122577	0.014400400600676402	0.016757533089652086	0.25918892563597323	0.15289277059630824	0.0639862660527165	0.05616474924390873	0.0006163854047091192	0.12623126324070624	0.049228182060150415	0.041542576609534025	0.021565792308847562	0.39695868170399234	0.20181747081028867	0.006162591107423608	-0.003066368828659647	-0.00335954796909277	0.010337347017230407	0.02289749137837033	0.06376949573898771	-0.010123034617562851	0.9867548740041935	1.0	0.9900317756344653	0.02282071432848945	0.368672181384572	0.24381438291293522	0.11176822270945569	0.028227163327031103	0.36502317011773167	0.20181768178858922	0.03283463711001375	0.003573615948541816	0.014418542624583995	0.007892522202704888	0.02282071432848945	0.021747973809188886	0.008408045524233656	-0.0007347998238316361	0.026362054577957615	0.005286185702036578	0.0272353604738301	0.01719007391649514	0.0038290854277513737	0.019042025408198205	0.02732599067356904	0.007706945043197909
CpGperGC_19	0.9595862741272887	0.947090275357624	0.9427972247118597	-0.0010095557440789034	0.014769062659626568	0.009909406492632873	0.003194875894351122	0.014615222688707375	0.016472456292515907	0.25299142149097614	0.15044320288433458	0.061467166607430984	0.05718438460143831	0.0005964704464408562	0.12673961586682428	0.05241176495949449	0.040658333648574047	0.022577372665212984	0.38589577509237816	0.20195235605121659	0.005963817641922048	-0.0036371093940654312	-0.0039354516513294266	0.010874904903756658	0.024406199626188743	0.06125769129665548	-0.010740353682312869	0.9802574594241736	0.9900317756344653	1.0	0.024312017388204266	0.36234098945150967	0.24227505602314986	0.10928667724951284	0.02966517403198017	0.35491710991235464	0.2019524965099858	0.033578153785312384	0.003385139309241705	0.015043519174357827	0.008467644673872761	0.024312017388204266	0.021923414168930053	0.008578197399680592	-0.0002416121328560076	0.025983903987016353	0.004733334039893525	0.026738789432562957	0.017020069136160373	0.0036658700257939	0.021212108037248253	0.027377515600174457	0.007250171620691809
DGVCount_19	0.026314047878508877	0.024730064798897177	0.024806297455875613	-0.033420919249002964	-0.013146713724906998	-0.02716395017887902	-0.0023704967380647744	-0.023739472792226986	-0.002334767547156873	-0.013418626397083053	-0.018047024064181162	-0.0001336288364724108	-0.02991239853818847	-0.008889701074910947	0.060551494708553484	0.1370248348421304	-0.11464119143079701	0.16536898205019906	-0.002261431816272886	0.0331549020203993	-0.03380328305467544	-0.039696170266345046	-0.03383486119259108	0.14050054908606505	0.9921778261349371	-0.0001371079063445399	-0.10346309381942874	0.023060057544524837	0.02282071432848945	0.024312017388204266	1.0	0.00409860584650863	0.010917117516749836	-0.008149950317946507	-0.02331279549228415	-0.001094407133869658	0.0331516426707252	-0.02463824356081125	-0.0026489365552194903	0.3003784846031088	0.12399854521357052	1.0	0.000403473900176053	-0.0013889972354204415	-0.06782552082652048	-0.014259876705795737	-0.040906608383406026	-0.008852372489178136	-0.024363449641228826	-0.03280912833885028	0.11954035175816234	-0.00216980867813093	-0.039595644072331564
DnaseClusteredHyp_19	0.36449218042966464	0.37067946700939497	0.3685704860925953	0.020636846741648073	0.03344807091271589	0.033317592233712175	0.009111100081687822	0.055537821589865165	0.02493226702767209	0.7776984735033929	0.5944217680754897	0.04725123768216985	0.07441549976946595	0.005748654314983243	0.07291094029313325	-0.002320986064329358	0.05223049237337805	0.00894224175145975	0.5995096754815213	0.2317591619819051	0.03718935354220379	0.027767231373264346	0.017208325098691534	-0.0011217494655869126	0.0030934622646831425	0.04700681438645192	-0.012323719363462368	0.3687264008043299	0.368672181384572	0.36234098945150967	0.00409860584650863	1.0	0.7864434978831563	0.2553620048607945	0.3173715762954958	0.392063281806732	0.23175801907605498	0.05022070971577215	0.012170838436347729	0.0017322487470588655	-0.016036374763534554	0.00409860584650863	0.07074318096807701	0.05884431505527534	0.025681072662200682	0.044645226683027145	0.03873671221754747	0.04098253713459498	0.049717300250778966	0.027909078170245006	0.021327529693197126	0.03436569187733324	0.04042058854620136
DnaseClusteredScore_19	0.2439596783162019	0.24540723162197664	0.24325780329931418	0.025901446422708557	0.03991545541624529	0.038368549439994924	0.009567374830464133	0.06832426634566414	0.022607646254599194	0.6364242969032893	0.7178836766809145	0.025015849336489874	0.0742366884017932	0.006615425291431301	0.052474617977968874	-0.003309582449260667	0.04412293298649003	0.026801262368233093	0.45908988281164775	0.2839848781616734	0.04514194708230586	0.03940799923879575	0.021153454571712058	0.007321704272671794	0.009684501171026826	0.024856191051393015	-0.01610153639924817	0.24295026960464244	0.24381438291293522	0.24227505602314986	0.010917117516749836	0.7864434978831563	1.0	0.2268829779484068	0.37184335373052424	0.2769712161077263	0.28398434499895175	0.0557182269341645	0.013203678842031151	0.01261753238164302	-0.012342373136160247	0.010917117516749836	0.05937119087262774	0.05788680793540295	0.033019855266716205	0.04809279583118904	0.05212537901565682	0.0449626463231463	0.0590104743157034	0.03720552083223719	0.04067139416386947	0.038190195028647664	0.054728504673561475
EncH3K27Ac_19	0.10742171204901223	0.10949981442420259	0.11158229649846077	0.017034565604808947	0.006019951828829676	0.006477592254417196	0.014129624848934876	0.051884457623020026	0.02201067064791702	0.23675548817419556	0.20501804626747333	0.01584829774958937	0.03273254756030591	0.003748142502496109	0.015059313219348763	-0.012314239913430183	0.02334934039039178	-0.0004558810500228649	0.28396674277024325	0.10323968123475617	0.010343992092804986	0.02091568476172936	0.01547246546193835	-9.338496854895055e-05	-0.009601485818697398	0.015769718540672703	-0.006644353982463173	0.11326662758025717	0.11176822270945569	0.10928667724951284	-0.008149950317946507	0.2553620048607945	0.2268829779484068	1.0	0.44678755687389465	0.5729361570555518	0.10323921466591317	0.0217220320958496	0.005162291658876334	0.00038777959230285795	-0.020428143919126413	-0.008149950317946507	0.04868717735796221	0.04117533470551427	0.02410087654655268	0.007606222570151886	0.02721930075462556	0.012936491368563839	0.013694533912899435	0.021300480325497792	0.007713964281161603	0.003369663380281147	0.027607090889654882
EncH3K4Me1_19	0.028999521735583705	0.027483317224266446	0.02794092917219498	0.043659261501730814	0.009151890556355157	0.012597738942376889	0.015697630686072803	0.12101420012165179	0.024815927070287864	0.3216495872338486	0.34828313564622543	-0.00027685110430186255	0.05030979703260817	0.010385561283098128	-0.020649593642101734	-0.04683849880134333	0.03874731498273845	-0.004162103456119698	0.2743684256651014	0.2006414192185319	0.024287953921153266	0.05709752049523799	0.03987811415487308	-0.007338785632085978	-0.026082144983694034	-0.0003146366480952348	-0.010712553954893043	0.028382926489390795	0.028227163327031103	0.02966517403198017	-0.02331279549228415	0.3173715762954958	0.37184335373052424	0.44678755687389465	1.0	0.22049480330600155	0.20064027147095878	0.03691661203893083	0.011479775370984616	-0.006913103490610009	-0.05948646215829162	-0.02331279549228415	0.048341734756552755	0.05058852856439567	0.05657984281677079	0.007976265427841692	0.07004416169489394	0.022431857116768362	0.027603068865351042	0.05288709957670721	-0.00875305756243706	0.0013201047444158858	0.0713084132181257
EncH3K4Me3_19	0.3514825574724511	0.3608053767832158	0.36018199644977195	0.022320626416810235	0.012468681245373347	0.01381083850328002	0.010240996634290326	0.035956693953062856	0.03991729157892201	0.34725570827179664	0.21750156562932507	0.03904662005212427	0.06321491551876038	0.004345029328887158	0.05916553304418594	-0.010252021551905867	0.04805626807622627	-0.0013804362021166523	0.45085804191384055	0.1322976964689984	0.0168808373838932	0.02381089552660633	0.020643958073900032	-0.002900756244885356	-0.002620579568345053	0.038763787142984424	-0.007996426239613191	0.3641349341598796	0.36502317011773167	0.35491710991235464	-0.001094407133869658	0.392063281806732	0.2769712161077263	0.5729361570555518	0.22049480330600155	1.0	0.13229597696034692	0.038771627619444624	0.005957342984358109	-0.001976811105357539	-0.02407856835755534	-0.001094407133869658	0.026989267634539196	0.01750242381087545	0.027760131967503217	0.019216568308814172	0.031193543004834307	0.020467077623532347	0.023610001892744505	0.024660118815808523	0.009405221556015784	0.012628227175594791	0.031771425913869514
GCContent_19	0.2055974810149372	0.20519157309819408	0.2024271770046986	-0.12710095409164057	-0.06286840641529069	-0.10730494674059571	0.010236443027202675	0.08685115906048577	0.02534334030063499	0.15918292090782676	0.16713604885435462	0.014577681731949971	-0.03641425935955209	-0.028266477530095334	0.26048942669992214	0.10800472616094738	0.07297968638001973	0.0623543149719394	0.18698620227693144	0.9999938349826146	-0.12463837122639596	-0.16703394635579466	-0.1455973046503192	0.013461226894926955	0.03237032964152917	0.014481569144699344	-0.058308989176531004	0.19966947338578106	0.20181768178858922	0.2019524965099858	0.0331516426707252	0.23175801907605498	0.28398434499895175	0.10323921466591317	0.20064027147095878	0.13229597696034692	1.0	-0.0377150884977336	-0.016631727794571026	0.029287742324142812	0.09829651139256788	0.0331516426707252	0.018312764543066275	0.014663476370429885	0.005257635870316965	-0.042426941242891175	-0.13729390724240934	-0.007874479525178722	-0.06522127192460904	-0.077583604044333	0.19734057354307094	-0.031424730529445444	-0.13829865666637395
GerpRS_19	0.032941855536044964	0.03247803218942565	0.03484125966609338	0.0681143874057623	0.3608406181615003	0.36816541138761905	-0.00013329840785845343	0.0002082149309199346	0.00036123555804218723	0.055775264307231946	0.06581565658458495	0.0038706326525043597	0.8548647189840091	-0.0030949432509416743	-0.03370334600837029	-0.04278374084085503	0.02819476505424678	-0.014384003449397293	0.03522137413455625	-0.03771604923349174	0.3571613653044944	0.16479317273877364	0.08181932481378415	-0.011888123499259835	-0.024737599902259627	0.0038004949579203734	0.0044617488320365965	0.0350594430310211	0.03283463711001375	0.033578153785312384	-0.02463824356081125	0.05022070971577215	0.0557182269341645	0.0217220320958496	0.03691661203893083	0.038771627619444624	-0.0377150884977336	1.0	0.006292811805638092	-0.01440482958800592	-0.06194877347696653	-0.02463824356081125	0.0028073858102362612	0.001567643588934932	0.05089803205881125	0.410785572738685	0.1321351215787681	0.1416897971589379	0.3705190018542528	0.07341874844746027	-0.030809672623216346	0.3530228735646419	0.14793855223334507
GerpRSpv_19	0.0033844831885728468	0.0035958429082251055	0.003479582121920884	0.019583467182072798	0.03481832613962014	0.038525167037749185	0.00015666073525184653	0.0022412316773441736	0.0005376227660002391	0.014214702391464705	0.01529374361636206	0.0006189714665779495	0.017489704691927305	0.03253652477623773	-0.009982204779908297	-0.00766969796246358	0.0010469966108707213	-0.0025467672112568064	0.009823286714256538	-0.016631196053283018	0.04091165590772254	0.03420447908644517	0.02294037682352263	-0.0024992290936661984	-0.0028641058665331396	0.0006113712942475314	-0.000482467634289729	0.0034864656164923426	0.003573615948541816	0.003385139309241705	-0.0026489365552194903	0.012170838436347729	0.013203678842031151	0.005162291658876334	0.011479775370984616	0.005957342984358109	-0.016631727794571026	0.006292811805638092	1.0	-0.0022592420863746876	-0.009492493355754724	-0.0026489365552194903	0.0006370493144188972	0.0009646290031642872	0.0058372871289781485	0.03466753697863918	0.036490599098742645	0.014330629971621048	0.030818657829539582	0.02010681943255476	-0.007544956995427896	0.03608665708247147	0.03719143501196857
ISCApath_19	0.016015560685782703	0.015314974263999298	0.015428350977338532	-0.018368536604945706	-0.015627601684018225	-0.02525400196662622	-0.00118894549426494	-0.015756255526228568	-0.005439394651289423	-0.008869614081499767	-0.007027776457698877	-0.0006628908288030821	-0.021969662360345633	-0.006422804151413271	0.02386706631337863	0.08542198208233304	-0.08598247273972358	0.6789700132719028	-0.009806458079021283	0.029291572094383614	-0.02905625438753227	-0.023907250192677018	-0.021681221696647653	0.817978754591716	0.28547301631694677	-0.0006690868610849665	-0.16377369563711053	0.014345530969938354	0.014418542624583995	0.015043519174357827	0.3003784846031088	0.0017322487470588655	0.01261753238164302	0.00038777959230285795	-0.006913103490610009	-0.001976811105357539	0.029287742324142812	-0.01440482958800592	-0.0022592420863746876	1.0	0.09460683903077592	0.3003784846031088	0.0008018021189340341	-0.00033676848053901216	-0.03310425182473792	-0.017848545735077513	-0.025316077747428174	-0.004329170429097763	-0.02440624965165506	-0.016996242749946777	0.11774266386443422	-0.011354020847252148	-0.02360747241683645
commonVar_19	0.009603786205840067	0.008678337610330975	0.009626695216586574	-0.07833614004157874	-0.0371178933680614	-0.06215597062221619	-0.0008535824811199421	-0.01357439348768237	-0.004687617910222137	-0.027909703990604846	-0.028359014367873418	0.0002168591474860137	-0.07479546991830677	-0.015408818444945186	0.17691302916961496	0.587788294013289	-0.5849396186345905	0.1230071704752318	-0.008208686994619475	0.09829954445492822	-0.07575545194097645	-0.09238092011192858	-0.08364751361057618	0.067169517212939	0.12660609424913855	0.00021557236625137577	-0.07168563669094792	0.007883131254024109	0.007892522202704888	0.008467644673872761	0.12399854521357052	-0.016036374763534554	-0.012342373136160247	-0.020428143919126413	-0.05948646215829162	-0.02407856835755534	0.09829651139256788	-0.06194877347696653	-0.009492493355754724	0.09460683903077592	1.0	0.12399854521357052	-0.0023395034320312473	-0.002642671767919752	-0.7835466271665148	-0.0367906700787533	-0.08883238342511374	-0.018673953729006123	-0.05895583303039963	-0.06516784413649217	0.26456115886580894	-0.025237926971545935	-0.08964792856971074
dbVARCount_19	0.026314047878508877	0.024730064798897177	0.024806297455875613	-0.033420919249002964	-0.013146713724906998	-0.02716395017887902	-0.0023704967380647744	-0.023739472792226986	-0.002334767547156873	-0.013418626397083053	-0.018047024064181162	-0.0001336288364724108	-0.02991239853818847	-0.008889701074910947	0.060551494708553484	0.1370248348421304	-0.11464119143079701	0.16536898205019906	-0.002261431816272886	0.0331549020203993	-0.03380328305467544	-0.039696170266345046	-0.03383486119259108	0.14050054908606505	0.9921778261349371	-0.0001371079063445399	-0.10346309381942874	0.023060057544524837	0.02282071432848945	0.024312017388204266	1.0	0.00409860584650863	0.010917117516749836	-0.008149950317946507	-0.02331279549228415	-0.001094407133869658	0.0331516426707252	-0.02463824356081125	-0.0026489365552194903	0.3003784846031088	0.12399854521357052	1.0	0.000403473900176053	-0.0013889972354204415	-0.06782552082652048	-0.014259876705795737	-0.040906608383406026	-0.008852372489178136	-0.024363449641228826	-0.03280912833885028	0.11954035175816234	-0.00216980867813093	-0.039595644072331564
Fantom5Perm_19	0.022848618969760395	0.0225816944082917	0.022252806880761783	0.002314951814342052	0.003376431640824759	0.00267192164389217	0.0018906279400809493	0.0075544268969791935	0.0020781715000577814	0.06318344319895457	0.05554912882666139	0.00041683971859387566	0.00422102043602694	0.0007066936813512593	0.0033429067999297324	-0.001345381663372898	0.003876985742680359	0.001161612275541085	0.08489405262352454	0.018311843920985116	0.0029517536980366134	0.0028338621440590255	0.0018674832117775314	0.00048586555756143743	0.00038567821789317646	0.0003285808190355345	-0.00030703362544861647	0.021219882220766737	0.021747973809188886	0.021923414168930053	0.000403473900176053	0.07074318096807701	0.05937119087262774	0.04868717735796221	0.048341734756552755	0.026989267634539196	0.018312764543066275	0.0028073858102362612	0.0006370493144188972	0.0008018021189340341	-0.0023395034320312473	0.000403473900176053	1.0	0.6774853150421655	0.0027469640248603986	0.003194459378576865	0.003435707630487922	0.003144808589343378	0.0036145895630238876	0.0028336730345628275	0.0012061103172952762	0.003139309186467419	0.0036302766184307398
Fantom5Robust_19	0.008561943599713469	0.008326363909494755	0.008425266173783377	0.0024089641641782213	0.0022417737132588776	0.0021513342122013147	0.001638710107720574	0.007946213364320885	0.0012912541632351439	0.05551002094620567	0.05604171371554704	0.0002578791000875073	0.0027808865528758096	0.0011332458495579227	-0.0007153485857975504	-0.002550225506058442	0.00192153241958822	-0.0002950273149225843	0.06582991917143524	0.014663016266480283	0.0029154370413981517	0.0032889986784978326	0.0022778105908627393	-0.000519103581444722	-0.001456503741226067	0.00021999203696592147	0.0003121560526934743	0.008228456690854436	0.008408045524233656	0.008578197399680592	-0.0013889972354204415	0.05884431505527534	0.05788680793540295	0.04117533470551427	0.05058852856439567	0.01750242381087545	0.014663476370429885	0.001567643588934932	0.0009646290031642872	-0.00033676848053901216	-0.002642671767919752	-0.0013889972354204415	0.6774853150421655	1.0	0.003079014574485139	0.0026558706085389712	0.00401854564902915	0.0032621435622035245	0.0033053109692643885	0.0029600107972583972	0.0008469072413267619	0.002079586680959452	0.004116625235932678
fracRareCommon_19	-0.00190389393921625	-0.0024472047505325993	-0.002184833244803832	0.04308053771198873	0.025893597382523118	0.03619743725975494	0.0006735555562804852	0.009357400427256891	0.0035265447862551412	0.027908825785946056	0.031175076055885407	0.0018643243581035404	0.059092279465965875	0.008755838869758946	-0.08526187802212565	-0.4777592809212628	0.6358055108518944	-0.039883437571039064	0.0246731624081685	0.005251883672452127	0.044498827397052805	0.050920242729686045	0.044708295135414515	-0.02982588574023548	-0.06982078516612152	0.0018665641045480734	0.00729558685221748	-0.0008809205656910817	-0.0007347998238316361	-0.0002416121328560076	-0.06782552082652048	0.025681072662200682	0.033019855266716205	0.02410087654655268	0.05657984281677079	0.027760131967503217	0.005257635870316965	0.05089803205881125	0.0058372871289781485	-0.03310425182473792	-0.7835466271665148	-0.06782552082652048	0.0027469640248603986	0.003079014574485139	1.0	0.025007545001193652	0.048403921229693496	0.014929411281702372	0.03671622138124563	0.03547339199185923	0.2788897128388528	0.01853333065157845	0.049840166007451635
mamPhastCons_19	0.025901636235416036	0.026559989925868898	0.027521002835959894	0.09697066636347605	0.6919822406929353	0.6188418591047338	-0.00026972701925276804	-0.0004547249307751522	0.00030670399035385927	0.05335704725788411	0.06607733573021513	0.007750994599839193	0.3979372935032964	0.015332353871526838	-0.012851856782678209	-0.025792505152332407	0.019346984526633724	-0.022294138021697187	0.035390170318898545	-0.04242611501448147	0.5317054034877761	0.20849333892037458	0.11639568506468562	-0.0158897591263671	-0.014607520946264739	0.0077458847348901416	0.0036030401989647523	0.027744425375089872	0.026362054577957615	0.025983903987016353	-0.014259876705795737	0.044645226683027145	0.04809279583118904	0.007606222570151886	0.007976265427841692	0.019216568308814172	-0.042426941242891175	0.410785572738685	0.03466753697863918	-0.017848545735077513	-0.0367906700787533	-0.014259876705795737	0.003194459378576865	0.0026558706085389712	0.025007545001193652	1.0	0.17679502546095224	0.19472327171704748	0.6041720034202125	0.09846190872194976	-0.024617921647038417	0.8825025388409229	0.1916312990432273
mamPhyloP_19	0.00392375197075063	0.00466246916052527	0.004634688946727335	0.5417050458778301	0.17278447832234461	0.1826139172870724	9.10180810119088e-05	0.0022740970304745375	-0.0011468828891851076	0.04667728876017563	0.059865891038349626	0.0016222603282126573	0.14344832632956828	0.04129250050850815	-0.1361932502143884	-0.08238183190145223	-0.014997820808751672	-0.029027265443625015	0.025588955524883248	-0.13729310783539272	0.1900452980949071	0.6600722983017343	0.5406536800357954	-0.01912656147836928	-0.040835134120111284	0.0016060421849097553	0.014380629666002426	0.0055682290479641865	0.005286185702036578	0.004733334039893525	-0.040906608383406026	0.03873671221754747	0.05212537901565682	0.02721930075462556	0.07004416169489394	0.031193543004834307	-0.13729390724240934	0.1321351215787681	0.036490599098742645	-0.025316077747428174	-0.08883238342511374	-0.040906608383406026	0.003435707630487922	0.00401854564902915	0.048403921229693496	0.17679502546095224	1.0	0.06500023236361815	0.17294069342139584	0.7141706168911592	-0.07431764896811609	0.15997915650323366	0.990794133484268
numTFBSConserved_19	0.027067110849843014	0.027758596309410084	0.027769351134618935	0.03254017877304177	0.165653219049732	0.17670941765301962	0.00010252393376458506	0.0014116583840955983	-8.284479456482204e-05	0.041760956367738654	0.048095141097559954	0.0037269083382177274	0.14427109130988297	0.010897699699777233	-0.017223293625085883	-0.01607597316284987	0.004197745614690644	-0.0034860721318964423	0.0354609443988244	-0.007875743685404014	0.15225506885935167	0.07547499095733208	0.04011772999729394	-0.004377699916664922	-0.0088437270830096	0.0037640131982558086	0.0032619181027059535	0.02767957320278266	0.0272353604738301	0.026738789432562957	-0.008852372489178136	0.04098253713459498	0.0449626463231463	0.012936491368563839	0.022431857116768362	0.020467077623532347	-0.007874479525178722	0.1416897971589379	0.014330629971621048	-0.004329170429097763	-0.018673953729006123	-0.008852372489178136	0.003144808589343378	0.0032621435622035245	0.014929411281702372	0.19472327171704748	0.06500023236361815	1.0	0.16053729079958826	0.03469146545125762	-0.007886953047908565	0.16848771283847397	0.070821227255024
